id,name,position_gw1,team_gw1,prob_injury_gw1,ep_cost_gw1,xmins_gw1,ep_gw1,position_gw2,team_gw2,prob_injury_gw2,ep_cost_gw2,xmins_gw2,ep_gw2,position_gw3,team_gw3,prob_injury_gw3,ep_cost_gw3,xmins_gw3,ep_gw3,position_gw4,team_gw4,prob_injury_gw4,ep_cost_gw4,xmins_gw4,ep_gw4,position_gw5,team_gw5,prob_injury_gw5,ep_cost_gw5,xmins_gw5,ep_gw5,position_gw6,team_gw6,prob_injury_gw6,ep_cost_gw6,xmins_gw6,ep_gw6,position_gw7,team_gw7,prob_injury_gw7,ep_cost_gw7,xmins_gw7,ep_gw7,position_gw8,team_gw8,prob_injury_gw8,ep_cost_gw8,xmins_gw8,ep_gw8,position_gw9,team_gw9,prob_injury_gw9,ep_cost_gw9,xmins_gw9,ep_gw9,position_gw10,team_gw10,prob_injury_gw10,ep_cost_gw10,xmins_gw10,ep_gw10,position_gw11,team_gw11,prob_injury_gw11,total_xmins,ep_cost_gw11,total_xpts,xmins_gw11,ep_gw11
38,Duran,FWD,AST,0.0,6.0,28.0,6.0,FWD,AST,0.0,6.0,25.0,1.0,FWD,AST,0.0,6.0,29.0,7.0,FWD,AST,0.0,6.0,21.0,6.0,FWD,AST,0.0,6.1,28.0,5.0,FWD,AST,0.0,6.2,26.0,1.0,FWD,AST,0.0,6.2,27.0,1.0,FWD,AST,0.0,6.2,15.0,1.0,FWD,AST,0.0,6.2,33.0,1.0,FWD,AST,0.0,6.0,21.0,1.0,FWD,AST,0.0,278,6.0,31,25.0,1.0
39,Gauci,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,4.0,0.0,0.0,GKP,AST,0.0,0,4.0,0,0.0,0.0
40,Hause,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,0,4.0,0,0.0,0.0
41,Iling Jr,MID,AST,0.0,5.5,0.0,0.0,MID,AST,0.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,5.4,0.0,0.0,MID,AST,1.0,0,5.4,0,0.0,0.0
42,Kamara,MID,AST,1.0,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,0.5,5.0,0.0,0.0,MID,AST,0.5,5.0,0.0,0.0,MID,AST,0.75,5.0,0.0,0.0,MID,AST,1.0,5.0,0.0,0.0,MID,AST,0.5,5.0,0.0,0.0,MID,AST,0.0,5.0,0.0,0.0,MID,AST,0.0,5.0,8.0,1.0,MID,AST,0.0,5.0,9.0,1.0,MID,AST,0.5,33,5.0,2,16.0,0.0
43,Kesler-Hayden,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,0,4.0,0,0.0,0.0
44,Konsa,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,9.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.25,4.5,11.0,1.0,DEF,AST,0.0,4.5,0.0,0.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,0.0,DEF,AST,0.0,821,4.4,20,90.0,1.0
45,Maatsen,DEF,AST,0.0,5.0,16.0,1.0,DEF,AST,0.0,5.0,14.0,1.0,DEF,AST,0.0,4.9,11.0,1.0,DEF,AST,0.0,4.9,21.0,1.0,DEF,AST,0.0,4.9,45.0,1.0,DEF,AST,0.0,4.8,6.0,1.0,DEF,AST,0.0,4.8,5.0,1.0,DEF,AST,0.0,4.8,0.0,0.0,DEF,AST,0.0,4.8,19.0,1.0,DEF,AST,0.0,4.7,0.0,0.0,DEF,AST,0.25,153,4.7,9,16.0,1.0
46,Marschall,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,0,4.0,0,0.0,0.0
47,E. Martinez,GKP,AST,0.0,5.0,90.0,3.0,GKP,AST,0.0,5.0,90.0,1.0,GKP,AST,0.0,5.0,90.0,2.0,GKP,AST,0.0,5.0,90.0,0.0,GKP,AST,0.0,5.0,90.0,3.0,GKP,AST,0.0,5.0,90.0,2.0,GKP,AST,0.0,5.0,90.0,9.0,GKP,AST,0.0,5.0,90.0,8.0,GKP,AST,0.0,5.0,90.0,2.0,GKP,AST,0.0,5.0,90.0,0.0,GKP,AST,0.0,990,5.0,32,90.0,2.0
48,McGinn,MID,AST,0.0,5.5,61.0,2.0,MID,AST,0.0,5.5,64.0,3.0,MID,AST,0.0,5.5,90.0,1.0,MID,AST,0.0,5.4,89.0,2.0,MID,AST,0.75,5.4,45.0,1.0,MID,AST,1.0,5.3,0.0,0.0,MID,AST,1.0,5.3,0.0,0.0,MID,AST,0.0,5.2,7.0,1.0,MID,AST,0.0,5.2,70.0,2.0,MID,AST,0.0,5.2,80.0,2.0,MID,AST,0.0,551,5.2,15,45.0,1.0
49,Mings,DEF,AST,1.0,4.5,0.0,0.0,DEF,AST,1.0,4.5,0.0,0.0,DEF,AST,0.5,4.4,0.0,0.0,DEF,AST,0.5,4.4,0.0,0.0,DEF,AST,0.75,4.4,0.0,0.0,DEF,AST,1.0,4.4,0.0,0.0,DEF,AST,0.5,4.4,0.0,0.0,DEF,AST,0.0,4.4,0.0,0.0,DEF,AST,0.0,4.4,0.0,0.0,DEF,AST,0.0,4.4,0.0,0.0,DEF,AST,0.0,0,4.4,0,0.0,0.0
50,Nedeljkovic,DEF,AST,0.0,4.0,8.0,1.0,DEF,AST,0.0,4.0,74.0,1.0,DEF,AST,0.0,4.0,11.0,1.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,4.0,0.0,0.0,DEF,AST,0.0,93,4.0,3,0.0,0.0
51,Olsen,GKP,AST,0.5,4.5,0.0,0.0,GKP,AST,0.5,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,4.5,0.0,0.0,GKP,AST,0.0,0,4.5,0,0.0,0.0
52,Pau,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,1.0,DEF,AST,0.0,4.5,90.0,6.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,2.0,DEF,AST,0.0,4.5,90.0,0.0,DEF,AST,0.25,990,4.5,19,90.0,1.0
53,Ramsey,MID,AST,0.0,5.5,28.0,4.0,MID,AST,0.0,5.5,25.0,1.0,MID,AST,0.0,5.5,63.0,2.0,MID,AST,0.0,5.5,68.0,2.0,MID,AST,0.0,5.5,61.0,2.0,MID,AST,0.0,5.5,90.0,2.0,MID,AST,0.25,5.5,0.0,0.0,MID,AST,0.0,5.4,82.0,5.0,MID,AST,0.0,5.4,90.0,1.0,MID,AST,0.0,5.4,80.0,2.0,MID,AST,0.5,632,5.4,22,45.0,1.0
54,Rogers,MID,AST,0.0,5.0,90.0,2.0,MID,AST,0.0,5.0,90.0,2.0,MID,AST,0.0,5.1,90.0,2.0,MID,AST,0.0,5.1,90.0,2.0,MID,AST,0.0,5.2,90.0,10.0,MID,AST,0.0,5.2,63.0,7.0,MID,AST,0.0,5.3,90.0,3.0,MID,AST,0.0,5.4,82.0,6.0,MID,AST,0.0,5.4,56.0,1.0,MID,AST,0.0,5.4,68.0,9.0,MID,AST,0.0,899,5.4,45,90.0,1.0
55,Sinisalo,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,4.0,0.0,0.0,GKP,AST,1.0,0,4.0,0,0.0,0.0
56,Sousa,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,4.0,0.0,0.0,DEF,AST,1.0,0,4.0,0,0.0,0.0
57,Tielemans,MID,AST,0.0,5.5,90.0,7.0,MID,AST,0.0,5.5,90.0,2.0,MID,AST,0.0,5.5,90.0,1.0,MID,AST,0.0,5.5,90.0,2.0,MID,AST,0.0,5.5,90.0,5.0,MID,AST,0.0,5.5,83.0,2.0,MID,AST,0.0,5.5,90.0,3.0,MID,AST,0.0,5.5,90.0,8.0,MID,AST,0.0,5.5,90.0,1.0,MID,AST,0.0,5.5,80.0,2.0,MID,AST,0.0,973,5.5,34,90.0,1.0
58,Watkins,FWD,AST,0.0,9.0,61.0,2.0,FWD,AST,0.0,9.0,64.0,2.0,FWD,AST,0.25,8.9,60.0,5.0,FWD,AST,0.0,8.9,83.0,13.0,FWD,AST,0.0,9.0,90.0,6.0,FWD,AST,0.0,9.1,83.0,11.0,FWD,AST,0.0,9.1,90.0,2.0,FWD,AST,0.0,9.1,74.0,8.0,FWD,AST,0.0,9.1,81.0,2.0,FWD,AST,0.0,9.0,90.0,2.0,FWD,AST,0.0,840,9.0,55,64.0,2.0
59,Aarons,DEF,BOU,0.0,4.5,0.0,0.0,DEF,BOU,0.0,4.5,0.0,0.0,DEF,BOU,0.0,4.5,0.0,0.0,DEF,BOU,0.0,4.4,0.0,0.0,DEF,BOU,0.0,4.4,0.0,0.0,DEF,BOU,0.0,4.4,0.0,0.0,DEF,BOU,0.0,4.4,0.0,0.0,DEF,BOU,0.0,4.3,0.0,0.0,DEF,BOU,0.0,4.3,0.0,0.0,DEF,BOU,0.0,4.3,0.0,0.0,DEF,BOU,0.0,0,4.3,0,0.0,0.0
60,Adams,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,4.9,0.0,0.0,MID,BOU,1.0,4.9,0.0,0.0,MID,BOU,0.5,4.9,0.0,0.0,MID,BOU,0.0,4.9,0.0,0.0,MID,BOU,0.0,4.9,9.0,1.0,MID,BOU,0.0,4.9,24.0,0.0,MID,BOU,0.0,99,4.9,3,66.0,2.0
61,Anthony,MID,BOU,0.0,4.5,0.0,0.0,MID,BOU,0.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,0,4.5,0,0.0,0.0
62,Brooks,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,0.5,4.9,0.0,0.0,MID,BOU,0.0,4.9,0.0,0.0,MID,BOU,0.0,4.9,0.0,0.0,MID,BOU,0.0,4.9,0.0,0.0,MID,BOU,0.0,4.9,9.0,1.0,MID,BOU,0.0,4.9,0.0,0.0,MID,BOU,0.0,4.9,9.0,1.0,MID,BOU,0.0,4.9,12.0,1.0,MID,BOU,0.0,44,4.9,4,14.0,1.0
63,Christie,MID,BOU,0.0,5.0,27.0,1.0,MID,BOU,0.0,5.0,63.0,2.0,MID,BOU,0.0,4.9,65.0,2.0,MID,BOU,0.0,4.9,67.0,2.0,MID,BOU,0.0,4.9,68.0,1.0,MID,BOU,0.0,4.9,90.0,2.0,MID,BOU,0.0,4.9,73.0,2.0,MID,BOU,0.0,4.9,27.0,6.0,MID,BOU,0.0,4.9,80.0,2.0,MID,BOU,0.0,4.9,65.0,2.0,MID,BOU,1.0,700,4.9,23,75.0,1.0
64,Cook,MID,BOU,0.0,5.0,83.0,1.0,MID,BOU,0.0,5.0,90.0,2.0,MID,BOU,0.0,5.0,90.0,7.0,MID,BOU,0.0,5.0,90.0,1.0,MID,BOU,0.0,5.0,90.0,1.0,MID,BOU,0.0,5.0,90.0,10.0,MID,BOU,0.0,5.0,90.0,2.0,MID,BOU,0.0,5.0,90.0,3.0,MID,BOU,0.0,5.0,90.0,2.0,MID,BOU,0.0,5.0,90.0,2.0,MID,BOU,0.0,983,5.0,36,90.0,5.0
65,Enes Ünal,FWD,BOU,1.0,5.5,0.0,0.0,FWD,BOU,1.0,5.4,0.0,0.0,FWD,BOU,0.5,5.4,0.0,0.0,FWD,BOU,0.0,5.4,7.0,1.0,FWD,BOU,0.0,5.4,14.0,1.0,FWD,BOU,0.0,5.4,14.0,1.0,FWD,BOU,0.0,5.4,16.0,1.0,FWD,BOU,0.0,5.4,8.0,1.0,FWD,BOU,0.0,5.4,63.0,1.0,FWD,BOU,0.0,5.4,12.0,1.0,FWD,BOU,0.0,148,5.4,8,14.0,1.0
66,Faivre,MID,BOU,0.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,0,5.0,0,0.0,0.0
67,H.Traorè,MID,BOU,0.0,4.5,0.0,0.0,MID,BOU,0.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,4.5,0.0,0.0,MID,BOU,1.0,0,4.5,0,0.0,0.0
68,Hill,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,4.0,0.0,0.0,DEF,BOU,0.0,0,4.0,0,0.0,0.0
69,Jebbison,FWD,BOU,0.0,4.5,21.0,1.0,FWD,BOU,0.0,4.5,5.0,1.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,4.5,0.0,0.0,FWD,BOU,1.0,26,4.5,2,0.0,0.0
70,Kerkez,DEF,BOU,0.0,4.5,90.0,1.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.5,65.0,1.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.5,90.0,1.0,DEF,BOU,0.0,4.5,90.0,1.0,DEF,BOU,0.0,4.5,62.0,2.0,DEF,BOU,0.0,4.4,90.0,7.0,DEF,BOU,0.0,4.4,80.0,2.0,DEF,BOU,0.0,4.4,90.0,10.0,DEF,BOU,0.0,927,4.4,30,90.0,1.0
71,Kluivert,MID,BOU,0.0,5.5,26.0,0.0,MID,BOU,0.0,5.4,71.0,3.0,MID,BOU,0.0,5.4,90.0,5.0,MID,BOU,0.0,5.4,74.0,2.0,MID,BOU,0.0,5.4,45.0,0.0,MID,BOU,0.0,5.4,29.0,1.0,MID,BOU,0.0,5.3,45.0,1.0,MID,BOU,0.0,5.3,27.0,11.0,MID,BOU,0.0,5.3,63.0,2.0,MID,BOU,0.0,5.3,77.0,3.0,MID,BOU,0.0,622,5.3,35,75.0,7.0
72,Mepham,DEF,BOU,0.0,4.5,0.0,0.0,DEF,BOU,0.0,4.5,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,4.4,0.0,0.0,DEF,BOU,1.0,0,4.4,0,0.0,0.0
73,N. Neto,GKP,BOU,0.0,4.5,90.0,4.0,GKP,BOU,0.0,4.5,90.0,3.0,GKP,ARS,0.0,4.5,0.0,0.0,GKP,ARS,0.0,4.4,0.0,0.0,GKP,ARS,0.0,4.3,0.0,0.0,GKP,ARS,0.0,4.3,0.0,0.0,GKP,ARS,1.0,4.3,0.0,0.0,GKP,ARS,0.0,4.3,0.0,0.0,GKP,ARS,0.0,4.3,0.0,0.0,GKP,ARS,0.0,4.3,0.0,0.0,GKP,ARS,0.0,180,4.3,7,0.0,0.0
74,O.Dango,MID,BOU,0.0,5.0,68.0,2.0,MID,BOU,0.0,5.0,18.0,1.0,MID,BOU,0.0,5.0,24.0,4.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,0.0,5.0,45.0,1.0,MID,BOU,0.0,5.0,60.0,8.0,MID,BOU,0.0,5.0,45.0,1.0,MID,BOU,0.0,5.0,62.0,3.0,MID,BOU,0.0,5.0,90.0,2.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,0.25,412,5.0,22,0.0,0.0
75,Paulsen,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,4.0,0.0,0.0,GKP,BOU,1.0,0,4.0,0,0.0,0.0
76,Philip,MID,BOU,0.0,5.0,6.0,1.0,MID,BOU,0.0,5.0,0.0,0.0,MID,BOU,0.25,4.9,0.0,0.0,MID,BOU,0.0,4.8,15.0,1.0,MID,BOU,0.0,4.8,0.0,0.0,MID,BOU,0.0,4.8,0.0,0.0,MID,BOU,0.0,4.8,0.0,0.0,MID,BOU,0.0,4.8,0.0,0.0,MID,BOU,0.0,4.8,0.0,0.0,MID,BOU,0.0,4.8,0.0,0.0,MID,BOU,0.0,21,4.8,2,0.0,0.0
77,Scott,MID,BOU,0.0,5.0,62.0,2.0,MID,BOU,0.0,5.0,26.0,1.0,MID,BOU,0.0,5.0,24.0,1.0,MID,BOU,0.0,4.9,22.0,1.0,MID,BOU,0.0,4.9,21.0,1.0,MID,BOU,0.0,4.9,14.0,1.0,MID,BOU,0.0,4.9,27.0,1.0,MID,BOU,0.0,4.8,62.0,3.0,MID,BOU,1.0,4.8,0.0,0.0,MID,BOU,1.0,4.8,0.0,0.0,MID,BOU,1.0,258,4.8,11,0.0,0.0
78,Semenyo,MID,BOU,0.0,5.5,90.0,8.0,MID,BOU,0.0,5.5,90.0,5.0,MID,BOU,0.0,5.6,90.0,6.0,MID,BOU,0.0,5.6,90.0,1.0,MID,BOU,0.0,5.6,69.0,2.0,MID,BOU,0.0,5.7,88.0,7.0,MID,BOU,0.0,5.7,90.0,2.0,MID,BOU,0.0,5.6,90.0,2.0,MID,BOU,0.0,5.6,90.0,1.0,MID,BOU,0.0,5.6,90.0,10.0,MID,BOU,0.25,967,5.7,46,90.0,2.0
79,Senesi,DEF,BOU,0.0,5.0,0.0,0.0,DEF,BOU,0.0,4.9,90.0,1.0,DEF,BOU,0.0,4.9,76.0,1.0,DEF,BOU,0.0,4.9,90.0,1.0,DEF,BOU,0.0,4.8,0.0,0.0,DEF,BOU,0.0,4.8,90.0,2.0,DEF,BOU,0.0,4.8,90.0,1.0,DEF,BOU,0.0,4.8,90.0,9.0,DEF,BOU,0.0,4.8,90.0,2.0,DEF,BOU,0.0,4.8,90.0,2.0,DEF,BOU,0.0,772,4.8,19,66.0,0.0
80,Sinisterra,MID,BOU,0.0,5.0,63.0,2.0,MID,BOU,0.0,5.0,18.0,1.0,MID,BOU,0.0,5.0,25.0,11.0,MID,BOU,0.0,5.0,22.0,1.0,MID,BOU,0.0,5.0,20.0,1.0,MID,BOU,0.0,5.0,1.0,1.0,MID,BOU,0.0,5.0,27.0,1.0,MID,BOU,0.0,5.0,27.0,1.0,MID,BOU,0.5,5.0,0.0,0.0,MID,BOU,1.0,5.0,0.0,0.0,MID,BOU,1.0,203,5.0,19,0.0,0.0
81,Smith,DEF,BOU,0.0,4.5,62.0,2.0,DEF,BOU,0.0,4.5,4.0,1.0,DEF,BOU,0.0,4.5,13.0,1.0,DEF,BOU,0.0,4.5,74.0,5.0,DEF,BOU,0.0,4.5,21.0,1.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.5,62.0,2.0,DEF,BOU,0.0,4.5,45.0,1.0,DEF,BOU,0.0,4.5,60.0,1.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,604,4.5,18,83.0,0.0
82,Solanke,FWD,TOT,0.0,7.5,90.0,2.0,FWD,TOT,0.5,7.5,0.0,0.0,FWD,TOT,0.75,7.5,0.0,0.0,FWD,TOT,0.0,7.5,90.0,2.0,FWD,TOT,0.0,7.5,87.0,6.0,FWD,TOT,0.0,7.6,90.0,6.0,FWD,TOT,0.0,7.6,90.0,5.0,FWD,TOT,0.0,7.7,80.0,2.0,FWD,TOT,0.0,7.7,90.0,2.0,FWD,TOT,0.0,7.7,90.0,16.0,FWD,TOT,0.0,797,7.7,43,90.0,2.0
83,Tavernier,MID,BOU,0.0,5.5,90.0,2.0,MID,BOU,0.0,5.5,84.0,9.0,MID,BOU,0.0,5.5,90.0,2.0,MID,BOU,0.0,5.5,82.0,3.0,MID,BOU,0.0,5.5,90.0,2.0,MID,BOU,0.0,5.5,75.0,4.0,MID,BOU,0.0,5.5,90.0,2.0,MID,BOU,0.0,5.5,62.0,3.0,MID,BOU,0.0,5.5,26.0,3.0,MID,BOU,0.0,5.5,89.0,2.0,MID,BOU,0.0,801,5.5,33,23.0,1.0
84,Travers,GKP,BOU,0.0,4.5,0.0,0.0,GKP,BOU,0.0,4.5,0.0,0.0,GKP,BOU,0.0,4.5,0.0,0.0,GKP,BOU,0.0,4.4,90.0,2.0,GKP,BOU,0.0,4.4,0.0,0.0,GKP,BOU,0.0,4.4,0.0,0.0,GKP,BOU,0.0,4.4,0.0,0.0,GKP,BOU,0.0,4.4,0.0,0.0,GKP,BOU,0.0,4.4,90.0,5.0,GKP,BOU,0.0,4.4,90.0,3.0,GKP,BOU,0.0,270,4.4,10,0.0,0.0
85,Zabarnyi,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.5,90.0,1.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.5,90.0,1.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.5,90.0,2.0,DEF,BOU,0.0,4.4,90.0,6.0,DEF,BOU,0.0,4.4,90.0,2.0,DEF,BOU,0.0,4.4,90.0,2.0,DEF,BOU,0.0,990,4.4,22,90.0,0.0
86,Ajer,DEF,BRE,0.0,4.5,90.0,2.0,DEF,BRE,0.0,4.5,90.0,1.0,DEF,BRE,0.25,4.5,38.0,1.0,DEF,BRE,0.0,4.5,71.0,1.0,DEF,BRE,0.0,4.5,78.0,0.0,DEF,BRE,0.0,4.5,90.0,2.0,DEF,BRE,0.0,4.5,90.0,0.0,DEF,BRE,0.0,4.5,90.0,0.0,DEF,BRE,0.25,4.5,0.0,0.0,DEF,BRE,1.0,4.4,0.0,0.0,DEF,BRE,0.5,637,4.4,7,0.0,0.0
87,Brierley,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,0,4.5,0,0.0,0.0
